question,expected_sql,scope,base_sql,ft_sql,base_safe,ft_safe,base_exec,ft_exec,base_semantic,ft_semantic
Quel est le chiffre d'affaires total réalisé sur les maillots de bain en 2023 ?,"SELECT SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS ca_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False",in_scope,INCOMPLETE_SCHEMA,"SELECT SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS ca_total FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Maillots de bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False;",False,True,False,True,0,1
Quel est le chiffre d'affaires total réalisé sur les maillots de bain en 2023 ?,"SELECT SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS ca_total FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.LIGNE = 'Bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False;",in_scope,INCOMPLETE_SCHEMA,"SELECT SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS ca_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Maillots de bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False;",False,True,False,True,1,2
Donne moi le volume de produits vendus par magasin sur 2023,"SELECT m.CODE_BOUTIQUE, m.VILLE, SUM(tc.QUANTITE) AS VOLUME_VENTES FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' GROUP BY m.CODE_BOUTIQUE, m.VILLE;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.VILLE, SUM(tc.QUANTITE) AS VOLUME_VENTES FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.VILLE ORDER BY VOLUME_VENTES DESC;",False,True,False,True,0,2
Quelle est la répartition de ce CA par région et par type de magasin ?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,1,1
Quel est la répartition du CA par région et type de magasin ?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' GROUP BY m.REGIONS, m.TYPE_MAGASIN",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,1,1
Quelle est la répartition de ce CA par région et par type de magasin?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,2,1
Quelle est la répartition de ce CA par région et par type de magasin ? ,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,1,2
Quelle est la répartition de ce CA par région et par type de magasin?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.LIGNE = 'Bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,0,1
quelles sont les top 5 des magasins qui ont vendu le plus de produits en 2023 ?,"SELECT m.VILLE, SUM(tc.QUANTITE) AS total_ventes FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.VILLE ORDER BY total_ventes DESC LIMIT 5;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.VILLE, SUM(tc.QUANTITE) AS total_ventes FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.VILLE ORDER BY total_ventes DESC LIMIT 5;",False,True,False,True,2,2
"Toujours pour les mêmes magasins et les mêmes tranches d'âges, quelles sont les familles de maillots de bain qui se vendent le mieux ?","SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN `avisia-self-service-analytics.reine_des_maracas.individu` AS i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Bain' AND m.REGIONS = 'Province' AND m.TYPE_MAGASIN = 'Succursale' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2",out_of_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots de bain' AND m.REGIONS = 'Auvergne-Rhône-Alpes' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",False,True,False,True,1,1
"Toujours pour les mêmes magasins et les mêmes tranches d'âges, quelles sont les familles de maillots de bain qui se vendent le mieux?","SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Bain' AND m.REGIONS = 'Province' AND m.TYPE_MAGASIN = 'Succursale' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as CA FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots de bain' AND m.TYPE_MAGASIN = 'Succursale' AND m.REGIONS = 'Île-de-France' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",False,True,False,True,2,2
"Toujours pour les mêmes magasins et les mêmes tranches d'âges, quelles sont les familles de maillots de bain qui se vendent le mieux?","SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Bain' AND m.REGIONS = 'Province' AND m.TYPE_MAGASIN = 'Succursale' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaire FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots de bain' AND m.REGIONS = 'Auvergne-Rhône-Alpes' AND m.TYPE_MAGASIN = 'Succursale' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",False,True,False,True,2,2
"Toujours pour les mêmes magasins et les mêmes tranches d'âges, quelles sont les familles de maillots de bain qui se vendent le mieux ?","SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Bain' AND m.REGIONS = 'Province' AND m.TYPE_MAGASIN = 'Succursale' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",out_of_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots de bain' AND m.REGIONS = 'Auvergne-Rhône-Alpes' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",False,True,False,True,0,2
"Toujours pour les mêmes magasins et les mêmes tranches d'âges, quelles sont les familles de maillots de bain qui se vendent le mieux?","SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as chiffre_affaires FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots' AND m.REGIONS = 'Province' AND m.TYPE_MAGASIN = 'Succursale' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",out_of_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, CASE WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 25 THEN '18-24' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 35 THEN '25-34' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 45 THEN '35-44' WHEN CAST(2024 - CAST(i.DATE_NAISS_A as INT64) as INT64) < 55 THEN '45-54' ELSE '55+' END as tranche_age, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) as CA FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE JOIN avisia-self-service-analytics.reine_des_maracas.individu i ON tc.ID_INDIVIDU = i.ID_INDIVIDU WHERE tp.LIGNE = 'Maillots de bain' AND m.TYPE_MAGASIN = 'Succursale' AND m.REGIONS = 'Ile-de-France' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY 1, 2 ORDER BY 1, 2;",False,True,False,True,0,2
"Donen moi la répartition du chiffre d'affaire par famille de produit pour le magasin ""LA DEFENSE""","SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE = 'LA DEFENSE' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tp.FAMILLE",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE = 'LA DEFENSE' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tp.FAMILLE ORDER BY CA DESC;",False,True,False,True,1,1
